"hotel","fecha_ocupacion","numero_de_habitaciones","venta_por_alojamiento","numero_de_habitaciones_reservas","venta_por_alojamiento_reservas","dif_ocup","dif_ingresos","dif_ocup_porc","dif_ingresos_porc","flag_anomalia"
"SLA","28/5/2019","18","3865","18","4209","0","344","0","0.0890038809831824","0"
"SLA","29/5/2019","16","2855","16","3117","0","262","0","0.09176882661996498","0"
"SLA","30/5/2019","16","2556","16","141912","0","139356","0","54.521126760563384","0"
"SLA","31/5/2019","21","4740","21","4922","0","182","0","0.03839662447257384","0"
"SLA","1/6/2019","31","6151","31","7064","0","913","0","0.14843114940660054","0"
"SLA","2/6/2019","25","4947","26","6251","1","1304","0.04","0.26359409743278756","0"
"SLA","3/6/2019","0","16","0","0","0","-16",,"-1","0"
"SLA","4/6/2019","0","0","0","0","0","0",,,"0"
"SLA","5/6/2019","11","1652","11","1961","0","309","0","0.18704600484261502","0"
"SLA","6/6/2019","22","4327","22","152552","0","148225","0","34.25583545181419","0"
"SLA","7/6/2019","26","5321","26","275251","0","269930","0","50.72918624318737","0"
"SLA","8/6/2019","36","6378","37","203726","1","197348","0.027777777","30.941988084038883","0"
"SLA","9/6/2019","42","6665","41","6663","-1","-2","-0.023809523","-0.0003000750187546887","0"
"SLA","10/6/2019","35","5766","34","6620","-1","854","-0.028571428","0.14810960804717307","0"
"SLA","11/6/2019","27","6635","26","6286","-1","-349","-0.037037037","-0.05259984928409947","0"
"SLA","12/6/2019","34","6928","34","8187","0","1259","0","0.18172632794457275","0"
"SLA","13/6/2019","25","7209","25","5895","0","-1314","0","-0.1822721598002497","0"
"SLA","14/6/2019","23","4159","23","184462","0","180303","0","43.35248857898533","0"
"SLA","15/6/2019","29","5249","29","269178","0","263929","0","50.28176795580111","0"
"SLA","16/6/2019","14","2449","14","2737","0","288","0","0.1175990200081666","0"
"SLA","17/6/2019","14","2331","14","2594","0","263","0","0.11282711282711283","0"
"SLA","18/6/2019","18","4363","20","92492","2","88129","0.111111111","20.19917487966995","1"
"SLA","19/6/2019","30","4924","31","90130","1","85206","0.033333333","17.304224207961006","0"
"SLA","20/6/2019","47","8259","46","187930","-1","179671","-0.021276595","21.754570771279816","0"
"SLA","21/6/2019","51","9232","49","244341","-2","235109","-0.039215686","25.46674610051993","0"
"SLA","22/6/2019","52","10215","50","118613","-2","108398","-0.038461538","10.611649534997552","0"
"SLA","23/6/2019","43","7791","42","8678","-1","887","-0.023255813","0.11384931331022975","0"
"SLA","24/6/2019","29","5906","29","6422","0","516","0","0.08736877751439215","0"
"SLA","25/6/2019","30","5641","30","6369","0","728","0","0.12905513206878214","0"
"SLA","26/6/2019","31","6069","36","889951","5","883882","0.161290322","145.63882023397593","1"
"SLA","27/6/2019","32","6736","34","1912825","2","1906089","0.0625","282.97045724465556","0"
"SLA","28/6/2019","45","9294","45","3182541","0","3173247","0","341.4296320206585","0"
"SLA","29/6/2019","62","12274","62","3840126","0","3827852","0","311.8667101189506","0"
"SLA","30/6/2019","61","12114","66","3940935","5","3928821","0.081967213","324.3207033184745","0"
"SLA","1/7/2019","46","8174","47","9510","1","1336","0.02173913","0.1634450697333007","0"
"SLA","2/7/2019","44","7458","45","118456","1","110998","0.022727272","14.88307857334406","0"
"SLA","3/7/2019","53","10349","54","1969427","1","1959078","0.018867924","189.30118852063","0"
"SLA","4/7/2019","36","6570","40","7772","4","1202","0.111111111","0.18295281582952816","1"
"SLA","5/7/2019","31","5947","31","7033","0","1086","0","0.1826130822263326","0"
"SLA","6/7/2019","32","6072","34","150196","2","144124","0.0625","23.735836627140976","0"
"SLA","7/7/2019","36","6523","37","65942","1","59419","0.027777777","9.109152230568757","0"
"SLA","8/7/2019","30","6809","30","7208","0","399","0","0.05859891320311353","0"
"SLA","9/7/2019","44","9022","44","10456","0","1434","0","0.15894480159609842","0"
"SLA","10/7/2019","35","6450","37","7976","2","1526","0.057142857","0.2365891472868217","0"
"SLA","11/7/2019","43","8732","45","9359","2","627","0.046511627","0.0718048557031608","0"
"SLA","12/7/2019","40","7567","44","8655","4","1088","0.1","0.14378221223734639","1"
"SLA","13/7/2019","40","7784","44","8984","4","1200","0.1","0.15416238437821173","1"
"SLA","14/7/2019","38","7231","38","8036","0","805","0","0.11132623426911907","0"
"SLA","15/7/2019","36","6361","36","91873","0","85512","0","13.4431693130011","0"
"SLA","16/7/2019","29","4893","29","5444","0","551","0","0.1126098508072757","0"
"SLA","17/7/2019","31","6060","31","6523","0","463","0","0.0764026402640264","0"
"SLA","18/7/2019","33","5712","32","6488","-1","776","-0.03030303","0.13585434173669467","0"
"SLA","19/7/2019","27","4695","27","5127","0","432","0","0.09201277955271565","0"
"SLA","20/7/2019","37","6894","38","92844","1","85950","0.027027027","12.467362924281984","0"
"SLA","21/7/2019","30","5984","31","6680","1","696","0.033333333","0.1163101604278075","0"
"SLA","22/7/2019","35","7004","36","82479","1","75475","0.028571428","10.77598515134209","0"
"SLA","23/7/2019","31","5808","32","116191","1","110383","0.032258064","19.00533746556474","0"
"SLA","24/7/2019","29","4974","31","115918","2","110944","0.068965517","22.304784881383192","0"
"SLA","25/7/2019","30","5037","32","6610","2","1573","0.066666666","0.31228906094897757","0"
"SLA","26/7/2019","32","6182","33","6880","1","698","0.03125","0.11290844386929796","0"
"SLA","27/7/2019","29","5047","30","185846","1","180799","0.034482758","35.82306320586487","0"
"SLA","28/7/2019","38","8079","38","8613","0","534","0","0.06609728926847382","0"
"SLA","29/7/2019","34","6768","34","6420","0","-348","0","-0.051418439716312055","0"
"SLA","30/7/2019","42","11594","42","94489","0","82895","0","7.149818871830257","0"
"SLA","31/7/2019","34","4377","34","92961","0","88584","0","20.23851953392735","0"
"SLA","1/8/2019","34","5221","34","92491","0","87270","0","16.71518866117602","0"
"SLA","2/8/2019","34","6757","34","7412","0","655","0","0.09693651028562972","0"
"SLA","3/8/2019","38","7554","38","8632","0","1078","0","0.14270585120465978","0"
"SLA","4/8/2019","27","4971","27","5310","0","339","0","0.06819553409776705","0"
"SLA","5/8/2019","29","4582","29","5317","0","735","0","0.16041030117852467","0"
"SLA","6/8/2019","38","7239","38","194667","0","187428","0","25.891421467053462","0"
"SLA","7/8/2019","35","6586","35","83623","0","77037","0","11.697084725174612","0"
"SLA","8/8/2019","32","6649","32","7272","0","623","0","0.09369830049631524","0"
"SLA","9/8/2019","32","6954","32","7153","0","199","0","0.028616623526028184","0"
"SLA","10/8/2019","44","8410","44","10170","0","1760","0","0.20927467300832342","0"
"SLA","11/8/2019","27","4918","27","5788","0","870","0","0.17690117934119562","0"
"SLA","12/8/2019","26","4177","26","5333","0","1156","0","0.2767536509456548","0"
"SLA","13/8/2019","36","7689","36","7229","0","-460","0","-0.059825725061776566","0"
"SLA","14/8/2019","33","7592","33","6894","0","-698","0","-0.09193888303477345","0"
"SLA","15/8/2019","38","5898","38","153006","0","147108","0","24.94201424211597","0"
"SLA","16/8/2019","33","5506","33","350087","0","344581","0","62.58281874318925","0"
"SLA","17/8/2019","33","5406","33","90920","0","85514","0","15.818349981502035","0"
"SLA","18/8/2019","36","6482","36","7805","0","1323","0","0.2041036717062635","0"
"SLA","19/8/2019","30","5562","30","6502","0","940","0","0.1690039554117224","0"
"SLA","20/8/2019","42","7878","42","104418","0","96540","0","12.254379284082255","0"
"SLA","21/8/2019","22","3030","22","99862","0","96832","0","31.957755775577557","0"
"SLA","22/8/2019","27","4581","27","101238","0","96657","0","21.09954158480681","0"
"SLA","23/8/2019","32","5888","32","151911","0","146023","0","24.800101902173914","0"
"SLA","24/8/2019","42","6435","41","581973","-1","575538","-0.023809523","89.43869463869464","0"
"SLA","25/8/2019","30","5557","30","6123","0","566","0","0.10185351808529783","0"
"SLA","26/8/2019","38","7183","38","7769","0","586","0","0.08158151190310456","0"
"SLA","27/8/2019","27","5110","27","5413","0","303","0","0.05929549902152642","0"
"SLA","28/8/2019","36","7312","36","117020","0","109708","0","15.00382932166302","0"
"SLA","29/8/2019","40","6757","40","117467","0","110710","0","16.3844901583543","0"
"SLA","30/8/2019","50","8289","49","265220","-1","256931","-0.02","30.99662202919532","0"
"SLA","31/8/2019","41","6357","41","435562","0","429205","0","67.51691049237061","0"
"SLA","1/9/2019","22","3368","22","3987","0","619","0","0.18378859857482185","0"
"SLA","2/9/2019","25","4584","25","5322","0","738","0","0.16099476439790575","0"
"SLA","3/9/2019","33","5992","33","228251","0","222259","0","37.09262349799733","0"
"SLA","4/9/2019","32","5052","32","454585","0","449533","0","88.98119556611243","0"
"SLA","5/9/2019","37","6220","37","176638","0","170418","0","27.3983922829582","0"
"SLA","6/9/2019","44","8277","44","376145","0","367868","0","44.44460553340582","0"
"SLA","7/9/2019","53","9709","53","555799","0","546090","0","56.24575136471315","0"
"SLA","8/9/2019","51","9141","51","60470","0","51329","0","5.615249972650695","0"
"SLA","9/9/2019","49","9246","49","59293","0","50047","0","5.4128271685052995","0"
"SLA","10/9/2019","50","8795","50","59517","0","50722","0","5.7671404206935755","0"
"SLA","11/9/2019","41","7274","41","57275","0","50001","0","6.873934561451746","0"
"SLA","12/9/2019","33","6061","33","56107","0","50046","0","8.25705329153605","0"
"SLA","13/9/2019","32","5232","32","360870","0","355638","0","67.97362385321101","0"
"SLA","14/9/2019","45","7102","45","180188","0","173086","0","24.371444663475078","0"
"SLA","15/9/2019","37","6440","37","7656","0","1216","0","0.18881987577639753","0"
"SLA","16/9/2019","61","10582","61","11384","0","802","0","0.07578907578907579","0"
"SLA","17/9/2019","52","9967","52","99611","0","89644","0","8.99408046553627","0"
"SLA","18/9/2019","46","8545","46","9191","0","646","0","0.07559976594499708","0"
"SLA","19/9/2019","39","7599","39","8120","0","521","0","0.06856165284905909","0"
"SLA","20/9/2019","41","7169","41","8087","0","918","0","0.1280513321244246","0"
"SLA","21/9/2019","38","6930","38","7889","0","959","0","0.1383838383838384","0"
"SLA","22/9/2019","29","5785","29","6530","0","745","0","0.12878133102852204","0"
"SLA","23/9/2019","29","5723","30","6480","1","757","0.034482758","0.13227328324305435","0"
"SLA","24/9/2019","39","7187","39","8306","0","1119","0","0.1556977876721859","0"
"SLA","25/9/2019","29","6959","29","7314","0","355","0","0.05101307659146429","0"
"SLA","26/9/2019","30","5724","30","231424","0","225700","0","39.430468204053106","0"
"SLA","27/9/2019","42","7750","42","8236","0","486","0","0.06270967741935483","0"
"SLA","28/9/2019","45","7348","45","345668","0","338320","0","46.0424605334785","0"
"SLA","29/9/2019","50","9760","51","150604","1","140844","0.02","14.430737704918032","0"
"SLA","30/9/2019","46","8382","46","86567","0","78185","0","9.327726079694584","0"
"SLA","1/10/2019","48","8697","50","282105","2","273408","0.041666666","31.43704725767506","0"
"SLA","2/10/2019","42","7290","44","162630","2","155340","0.047619047","21.308641975308642","0"
"SLA","3/10/2019","42","7464","42","171255","0","163791","0","21.944131832797428","0"
"SLA","4/10/2019","29","8097","29","9013","0","916","0","0.11312831913054218","0"
"SLA","5/10/2019","41","11000","41","12130","0","1130","0","0.10272727272727272","0"
"SLA","6/10/2019","33","9640","33","10508","0","868","0","0.09004149377593361","0"
"SLA","7/10/2019","33","9004","34","10805","1","1801","0.03030303","0.20002221235006665","0"
"SLA","8/10/2019","41","11808","41","12590","0","782","0","0.06622628726287264","0"
"SLA","9/10/2019","35","10305","35","10738","0","433","0","0.042018437651625426","0"
"SLA","10/10/2019","34","9502","36","10990","2","1488","0.058823529","0.156598610818775","0"
"SLA","11/10/2019","41","11235","42","13180","1","1945","0.024390243","0.17311971517578995","0"
"SLA","12/10/2019","45","11159","45","325131","0","313972","0","28.136212922304868","0"
"SLA","13/10/2019","39","10239","39","11102","0","863","0","0.08428557476316047","0"
"SLA","14/10/2019","46","12481","46","1378369","0","1365888","0","109.4373848249339","0"
"SLA","15/10/2019","47","12318","47","1378181","0","1365863","0","110.88350381555448","0"
"SLA","16/10/2019","32","7763","32","168947","0","161184","0","20.763107046245008","0"
"SLA","17/10/2019","38","8611","38","9173","0","562","0","0.06526535826268726","0"
"SLA","18/10/2019","60","15408","60","19226","0","3818","0","0.2477933541017653","0"
"SLA","19/10/2019","43","11311","49","12149","6","838","0.139534883","0.07408717177968349","1"
"SLA","20/10/2019","0","19446","7","950","7","-18496",,"-0.951146765401625","0"
"SLA","21/10/2019","0","9123","1","335","1","-8788",,"-0.9632796229310534","0"
"SLA","22/10/2019","8","4074","10","2873","2","-1201","0.25","-0.29479626902307315","1"
"SLA","23/10/2019","11","5226","13","4099","2","-1127","0.181818181","-0.2156525066972828","1"
"SLA","24/10/2019","0","5632","8","1222","8","-4410",,"-0.7830255681818182","0"
"SLA","25/10/2019","0","4155","6","983","6","-3172",,"-0.7634175691937425","0"
"SLA","26/10/2019","0","4286","1","335","1","-3951",,"-0.9218385440970602","0"
"SLA","27/10/2019","0","1422","1","500","1","-922",,"-0.6483825597749648","0"
"SLA","28/10/2019","11","-35440","14","4311","3","39751","0.272727272","-1.1216422121896163","1"
"SLA","29/10/2019","14","-1971","15","4414","1","6385","0.071428571","-3.23947234906139","0"
"SLA","30/10/2019","14","3586","18","4736","4","1150","0.285714285","0.32069157836029","1"
"SLA","31/10/2019","17","4446","23","6357","6","1911","0.352941176","0.4298245614035088","1"
"SLA","1/11/2019","16","3605","21","7094","5","3489","0.3125","0.9678224687933425","1"
"SLA","2/11/2019","11","3070","17","4736","6","1666","0.545454545","0.542671009771987","1"
"SLA","3/11/2019","30","7252","33","1338339","3","1331087","0.1","183.54757308328738","1"
"SLA","4/11/2019","31","12316","36","1339248","5","1326932","0.161290322","107.74050016239039","1"
"SLA","5/11/2019","38","9632","40","1499610","2","1489978","0.052631578","154.69040697674419","0"
"SLA","6/11/2019","29","6631","31","1437466","2","1430835","0.068965517","215.7796712411401","0"
"SLA","7/11/2019","25","5623","27","1335896","2","1330273","0.08","236.57709407789437","0"
"SLA","8/11/2019","29","6147","33","1338541","4","1332394","0.137931034","216.75516512119734","1"
"SLA","9/11/2019","29","7656","31","1337919","2","1330263","0.068965517","173.7543103448276","0"
"SLA","10/11/2019","26","6440","27","1336955","1","1330515","0.038461538","206.60170807453417","0"
"SLA","11/11/2019","23","5621","27","1337407","4","1331786","0.173913043","236.93043942359012","1"
"SLA","12/11/2019","14","4022","17","142735","3","138713","0.214285714","34.488562904027845","1"
"SLA","13/11/2019","16","4520","17","5355","1","835","0.0625","0.1847345132743363","0"
"SLA","14/11/2019","27","7023","33","9482","6","2459","0.222222222","0.350135269827709","1"
"SLA","15/11/2019","17","7128","24","7294","7","166","0.411764705","0.023288439955106623","1"
"SLA","16/11/2019","21","6733","31","9745","10","3012","0.476190476","0.4473488786573593","1"
"SLA","17/11/2019","26","7298","33","9169","7","1871","0.269230769","0.2563716086599068","1"
"SLA","18/11/2019","11","2429","29","6442","18","4013","1.636363636","1.6521202140798683","1"
"SLA","19/11/2019","14","4174","17","5229","3","1055","0.214285714","0.2527551509343555","1"
"SLA","20/11/2019","14","4194","16","4678","2","484","0.142857142","0.11540295660467334","1"
"SLA","21/11/2019","24","6480","26","6879","2","399","0.083333333","0.06157407407407407","0"
"SLA","22/11/2019","29","6713","30","10037","1","3324","0.034482758","0.4951586474005661","0"
"SLA","23/11/2019","14","4518","19","6846","5","2328","0.357142857","0.5152722443559097","1"
"SLA","24/11/2019","15","4335","15","4468","0","133","0","0.030680507497116493","0"
"SLA","25/11/2019","19","6644","20","5994","1","-650","0.052631578","-0.09783263094521373","0"
"SLA","26/11/2019","19","5073","19","5005","0","-68","0","-0.013404297260003943","0"
"SLA","27/11/2019","20","3593","21","6179","1","2586","0.05","0.7197328138046201","0"
"SLA","28/11/2019","21","5914","28","91639","7","85725","0.333333333","14.49526547176192","1"
"SLA","29/11/2019","33","10117","34","10830","1","713","0.03030303","0.07047543738262331","0"
"SLA","30/11/2019","19","5634","20","6478","1","844","0.052631578","0.14980475683351083","0"
"SLA","1/12/2019","24","8290","24","8359","0","69","0","0.008323281061519904","0"
"SLA","2/12/2019","14","4850","14","89346","0","84496","0","17.421855670103092","0"
"SLA","3/12/2019","17","2180","17","3788","0","1608","0","0.7376146788990826","0"
"SLA","4/12/2019","12","2335","12","91121","0","88786","0","38.02398286937901","0"
"SLA","5/12/2019","25","6661","26","6738","1","77","0.04","0.011559825851974178","0"
"SLA","6/12/2019","29","7568","30","11406","1","3838","0.034482758","0.5071353065539113","0"
"SLA","7/12/2019","25","7935","26","9535","1","1600","0.04","0.20163831127914303","0"
"SLA","8/12/2019","13","5275","13","5562","0","287","0","0.05440758293838863","0"
"SLA","9/12/2019","20","6372","20","6805","0","433","0","0.06795354676710609","0"
"SLA","10/12/2019","23","6251","24","6875","1","624","0.04347826","0.09982402815549513","0"
"SLA","11/12/2019","15","4167","16","93799","1","89632","0.066666666","21.50995920326374","0"
"SLA","12/12/2019","19","5766","18","6323","-1","557","-0.052631578","0.0966007630939993","0"
"SLA","13/12/2019","25","8005","26","8900","1","895","0.04","0.11180512179887571","0"
"SLA","14/12/2019","25","7577","25","8757","0","1180","0","0.15573445954863402","0"
"SLA","15/12/2019","24","7353","24","7909","0","556","0","0.07561539507683938","0"
"SLA","16/12/2019","15","5602","15","4402","0","-1200","0","-0.21420921099607282","0"
"SLA","17/12/2019","10","3278","10","3232","0","-46","0","-0.014032946918852958","0"
"SLA","18/12/2019","13","2878","13","3855","0","977","0","0.3394718554551772","0"
"SLA","19/12/2019","31","8844","34","98461","3","89617","0.096774193","10.133084577114428","0"
"SLA","20/12/2019","41","11192","45","16232","4","5040","0.097560975","0.4503216583273767","0"
"SLA","21/12/2019","21","6214","31","9999","10","3785","0.476190476","0.6091084647570003","1"
"SLA","22/12/2019","19","3974","35","10461","16","6487","0.842105263","1.632360342224459","1"
"SLA","23/12/2019","31","9476","35","11627","4","2151","0.129032258","0.22699451245251162","1"
"SLA","24/12/2019","21","6477","21","7136","0","659","0","0.10174463486181874","0"
"SLA","25/12/2019","25","7856","28","8984","3","1128","0.12","0.14358452138492872","1"
"SLA","26/12/2019","38","11727","41","13314","3","1587","0.078947368","0.13532872857508313","0"
"SLA","27/12/2019","53","15738","56","17697","3","1959","0.056603773","0.12447579107891726","0"
"SLA","28/12/2019","51","17070","57","137176","6","120106","0.117647058","7.036086701816052","1"
"SLA","29/12/2019","34","11067","37","13092","3","2025","0.088235294","0.1829764163730008","0"
"SLA","30/12/2019","41","11244","46","105358","5","94114","0.121951219","8.370152970473141","1"
"SLA","31/12/2019","44","14467","51","16924","7","2457","0.159090909","0.1698347964332619","1"
"SLA","1/1/2020","44","12578","45","14764","1","2186","0.022727272","0.17379551598028303","0"
"SLA","2/1/2020","47","13333","59","16772","12","3439","0.255319148","0.2579314482862072","1"
"SLA","3/1/2020","59","17190","60","18804","1","1614","0.016949152","0.09389179755671902","0"
"SLA","4/1/2020","59","17793","66","21119","7","3326","0.118644067","0.18692744337660877","1"
"SLA","5/1/2020","57","16267","57","18017","0","1750","0","0.10757976270978054","0"
"SLA","6/1/2020","37","11160","39","13079","2","1919","0.054054054","0.17195340501792114","0"
"SLA","7/1/2020","47","13499","49","14832","2","1333","0.042553191","0.09874805541151196","0"
"SLA","8/1/2020","55","14878","59","102370","4","87492","0.072727272","5.880629116816777","0"
"SLA","9/1/2020","49","10657","50","15315","1","4658","0.020408163","0.43708360701886084","0"
"SLA","10/1/2020","48","14521","50","17705","2","3184","0.041666666","0.21926864541009572","0"
"SLA","11/1/2020","35","10196","41","11731","6","1535","0.171428571","0.15054923499411535","1"
"SLA","12/1/2020","28","7991","34","10099","6","2108","0.214285714","0.2637967713677888","1"
"SLA","13/1/2020","28","9123","32","195941","4","186818","0.142857142","20.477693741093937","1"
"SLA","14/1/2020","30","8482","32","9411","2","929","0.066666666","0.10952605517566612","0"
"SLA","15/1/2020","40","10822","40","12288","0","1466","0","0.13546479393827388","0"
"SLA","16/1/2020","31","9355","34","99500","3","90145","0.096774193","9.636023516835916","0"
"SLA","17/1/2020","28","8607","28","9390","0","783","0","0.09097246427326594","0"
"SLA","18/1/2020","44","12936","44","14156","0","1220","0","0.0943104514533086","0"
"SLA","19/1/2020","37","10023","37","11165","0","1142","0","0.11393794273171705","0"
"SLA","20/1/2020","44","12019","44","13280","0","1261","0","0.10491721441051668","0"
"SLA","21/1/2020","39","9289","41","11996","2","2707","0.051282051","0.29141995909139845","0"
"SLA","22/1/2020","51","13335","51","1443761","0","1430426","0","107.26854143232096","0"
"SLA","23/1/2020","55","14648","56","157588","1","142940","0.018181818","9.758328782086291","0"
"SLA","24/1/2020","61","15225","62","21020","1","5795","0.016393442","0.380623973727422","0"
"SLA","25/1/2020","36","11131","38","13337","2","2206","0.055555555","0.19818524840535442","0"
"SLA","26/1/2020","40","13780","40","14332","0","552","0","0.04005805515239477","0"
"SLA","27/1/2020","27","7862","29","9588","2","1726","0.074074074","0.2195370134825744","0"
"SLA","28/1/2020","33","10636","36","11553","3","917","0.09090909","0.08621662279052275","0"
"SLA","29/1/2020","35","9587","35","10996","0","1409","0","0.14696985501199542","0"
"SLA","30/1/2020","31","7902","31","98030","0","90128","0","11.405720070868135","0"
"SLA","31/1/2020","29","14645","29","9948","0","-4697","0","-0.3207237965175828","0"
"SLA","1/2/2020","43","12983","43","14512","0","1529","0","0.1177693907417392","0"
"SLA","2/2/2020","38","11969","39","13076","1","1107","0.026315789","0.09248892973514913","0"
"SLA","3/2/2020","46","14104","47","14988","1","884","0.02173913","0.06267725467952354","0"
"SLA","4/2/2020","52","14655","51","104475","-1","89820","-0.019230769","6.1289662231320365","0"
"SLA","5/2/2020","34","8328","34","9487","0","1159","0","0.13916906820365033","0"
"SLA","6/2/2020","35","9671","33","9637","-2","-34","-0.057142857","-0.0035156653913762798","0"
"SLA","7/2/2020","50","12040","49","16689","-1","4649","-0.02","0.38612956810631227","0"
"SLA","8/2/2020","36","10411","37","10905","1","494","0.027777777","0.047449812698107774","0"
"SLA","9/2/2020","46","13837","46","13908","0","71","0","0.0051311700513117006","0"
"SLA","10/2/2020","34","9288","33","9534","-1","246","-0.029411764","0.02648578811369509","0"
"SLA","11/2/2020","39","11072","38","11322","-1","250","-0.025641025","0.022579479768786128","0"
"SLA","12/2/2020","41","10466","39","11135","-2","669","-0.048780487","0.0639212688706287","0"
"SLA","13/2/2020","52","12095","48","101579","-4","89484","-0.076923076","7.398429102935097","0"
"SLA","14/2/2020","50","12268","45","561641","-5","549373","-0.1","44.78097489403326","1"
"SLA","15/2/2020","48","13613","31","427279","-17","413666","-0.354166666","30.387570704473664","1"
"SLA","16/2/2020","44","12551","44","13569","0","1018","0","0.08110907497410565","0"
"SLA","17/2/2020","32","9359","34","10440","2","1081","0.0625","0.11550379314029277","0"
"SLA","18/2/2020","38","11449","37","11590","-1","141","-0.026315789","0.012315486068652284","0"
"SLA","19/2/2020","34","8870","33","10267","-1","1397","-0.029411764","0.15749718151071027","0"
"SLA","20/2/2020","31","8514","30","9364","-1","850","-0.032258064","0.09983556495184402","0"
"SLA","21/2/2020","31","10565","28","8783","-3","-1782","-0.096774193","-0.16867013724562233","0"
"SLA","22/2/2020","44","13124","46","13786","2","662","0.045454545","0.05044193843340445","0"
"SLA","23/2/2020","43","12818","42","13393","-1","575","-0.023255813","0.044858792323295364","0"
"SLA","24/2/2020","38","11552","37","11557","-1","5","-0.026315789","0.0004328254847645429","0"
"SLA","25/2/2020","43","11819","40","12078","-3","259","-0.069767441","0.021913867501480666","0"
"SLA","26/2/2020","36","9210","35","99496","-1","90286","-0.027777777","9.803040173724213","0"
"SLA","27/2/2020","39","10357","39","10969","0","612","0","0.059090470213382255","0"
"SLA","28/2/2020","33","9659","33","9797","0","138","0","0.014287193291230977","0"
"SLA","29/2/2020","40","11359","41","12140","1","781","0.025","0.06875605246940752","0"
"SLA","1/3/2020","29","8399","30","8385","1","-14","0.034482758","-0.0016668651029884511","0"
"SLA","2/3/2020","28","6450","27","7229","-1","779","-0.035714285","0.12077519379844961","0"
"SLA","3/3/2020","27","7802","27","7699","0","-103","0","-0.013201743142783901","0"
"SLA","4/3/2020","22","5399","21","5682","-1","283","-0.045454545","0.0524171142804223","0"
"SLA","5/3/2020","28","6480","27","95837","-1","89357","-0.035714285","13.78966049382716","0"
"SLA","6/3/2020","42","10298","40","13434","-2","3136","-0.047619047","0.30452515051466306","0"
"SLA","7/3/2020","29","7565","23","6322","-6","-1243","-0.206896551","-0.1643093192333113","1"
"SLA","8/3/2020","24","5688","20","5271","-4","-417","-0.166666666","-0.07331223628691984","1"
"SLA","9/3/2020","27","5672","25","5597","-2","-75","-0.074074074","-0.013222849083215797","0"
"SLA","10/3/2020","21","6521","22","6223","1","-298","0.047619047","-0.04569851249808311","0"
"SLA","11/3/2020","14","2988","16","4790","2","1802","0.142857142","0.6030789825970548","1"
"SLA","12/3/2020","23","4907","24","95142","1","90235","0.04347826","18.389036070919094","0"
"SLA","13/3/2020","21","5445","20","5207","-1","-238","-0.047619047","-0.04370982552800735","0"
"SLA","14/3/2020","21","5535","21","5718","0","183","0","0.033062330623306234","0"
"SLA","15/3/2020","23","6245","21","5889","-2","-356","-0.086956521","-0.057005604483586866","0"
"SLA","16/3/2020","17","5098","11","2517","-6","-2581","-0.352941176","-0.5062769713613182","1"
"SLA","17/3/2020","19","5174","17","4481","-2","-693","-0.105263157","-0.13393892539621183","1"
"SLA","18/3/2020","11","3094","11","2932","0","-162","0","-0.05235940530058177","0"
"SLA","19/3/2020","13","3552","13","3498","0","-54","0","-0.015202702702702704","0"
"SLA","20/3/2020","9","1928","9","2173","0","245","0","0.1270746887966805","0"
"SLA","21/3/2020","8","1627","8","1750","0","123","0","0.07559926244622003","0"
"SLA","22/3/2020","7","1381","7","1732","0","351","0","0.2541636495293266","0"
"SLA","23/3/2020","2","-65","2","186","0","251","0","-3.8615384615384616","0"
"SLA","24/3/2020","0","-379","0","0","0","379",,"-1","0"
"SLA","25/3/2020","0","-53","0","0","0","53",,"-1","0"
"SLA","26/3/2020","0","-53","0","0","0","53",,"-1","0"
"SLA","27/3/2020","0","-53","1","272","1","325",,"-6.132075471698113","0"
"SLA","28/3/2020","0","-53","1","272","1","325",,"-6.132075471698113","0"
"SLA","29/3/2020","0","-53","0","0","0","53",,"-1","0"
"SLA","30/3/2020","0","-53","0","0","0","53",,"-1","0"
"SLA","31/3/2020","0","-52","0","0","0","52",,"-1","0"
"SLA","1/4/2020","0","-52","0","0","0","52",,"-1","0"
"SLA","2/4/2020","0","-52","0","0","0","52",,"-1","0"
"SLA","3/4/2020","0","-52","0","0","0","52",,"-1","0"
"SLA","4/4/2020","0","-52","0","0","0","52",,"-1","0"
"SLA","5/4/2020","0","-52","0","0","0","52",,"-1","0"
"SLA","6/4/2020","0","-52","0","0","0","52",,"-1","0"
"SLA","7/4/2020","0","-52","0","0","0","52",,"-1","0"
"SLA","8/4/2020","0","-53","0","0","0","53",,"-1","0"
"SLA","9/4/2020","0","-53","0","0","0","53",,"-1","0"
"SLA","10/4/2020","0","-53","0","0","0","53",,"-1","0"
"SLA","11/4/2020","0","4931","0","0","0","-4931",,"-1","0"
"SLA","12/4/2020","0","-52","0","0","0","52",,"-1","0"
"SLA","13/4/2020","0","-597","0","0","0","597",,"-1","0"
"SLA","14/4/2020","0","-25","0","0","0","25",,"-1","0"
"SLA","15/4/2020","0","-46","0","0","0","46",,"-1","0"
"SLA","16/4/2020","0","-25","0","0","0","25",,"-1","0"
"SLA","17/4/2020","0","-25","0","0","0","25",,"-1","0"
"SLA","18/4/2020","0","-25","0","0","0","25",,"-1","0"
"SLA","19/4/2020","0","-9","0","0","0","9",,"-1","0"
"SLA","20/4/2020","0","-321","0","0","0","321",,"-1","0"
"SLA","21/4/2020","0","-253","0","0","0","253",,"-1","0"
"SLA","22/4/2020","0","-25","0","0","0","25",,"-1","0"
