"hotel","fecha_ocupacion","numero_de_habitaciones","venta_por_alojamiento","numero_de_habitaciones_reservas","venta_por_alojamiento_reservas","dif_ocup","dif_ingresos","dif_ocup_porc","dif_ingresos_porc","flag_anomalia"
"SLA","1/1/2018","53","14913","0","0","-53","-14913","-1","-1","1"
"SLA","2/1/2018","59","16585","2","569","-57","-16016","-0.966101694","-0.9656918902622852","1"
"SLA","3/1/2018","62","17173","6","1785","-56","-15388","-0.903225806","-0.8960577650963722","1"
"SLA","4/1/2018","58","14694","5","90237","-53","75543","-0.913793103","5.141077991016742","1"
"SLA","5/1/2018","49","13637","7","2297","-42","-11340","-0.857142857","-0.8315611938109555","1"
"SLA","6/1/2018","57","16688","5","1504","-52","-15184","-0.912280701","-0.909875359539789","1"
"SLA","7/1/2018","61","16896","4","1347","-57","-15549","-0.934426229","-0.9202769886363636","1"
"SLA","8/1/2018","62","17265","13","3532","-49","-13733","-0.79032258","-0.79542426875181","1"
"SLA","9/1/2018","53","14764","7","2252","-46","-12512","-0.867924528","-0.8474668111622866","1"
"SLA","10/1/2018","55","13541","8","91255","-47","77714","-0.854545454","5.739162543386751","1"
"SLA","11/1/2018","57","13643","3","127576","-54","113933","-0.947368421","8.351022502382174","1"
"SLA","12/1/2018","57","13281","4","51028","-53","37747","-0.929824561","2.8421805586928697","1"
"SLA","13/1/2018","59","16381","6","111005","-53","94624","-0.898305084","5.776448324278127","1"
"SLA","14/1/2018","57","16134","0","0","-57","-16134","-1","-1","1"
"SLA","15/1/2018","62","17749","6","1906","-56","-15843","-0.903225806","-0.8926136683756831","1"
"SLA","16/1/2018","60","16962","6","1783","-54","-15179","-0.9","-0.8948826789293716","1"
"SLA","17/1/2018","62","15387","8","129297","-54","113910","-0.870967741","7.403002534607136","1"
"SLA","18/1/2018","54","13962","10","129781","-44","115819","-0.814814814","8.2953015327317","1"
"SLA","19/1/2018","59","13529","2","702","-57","-12827","-0.966101694","-0.9481114642619558","1"
"SLA","20/1/2018","59","16041","4","1510","-55","-14531","-0.932203389","-0.9058662178168443","1"
"SLA","21/1/2018","62","17703","2","581","-60","-17122","-0.967741935","-0.9671807038355081","1"
"SLA","22/1/2018","40","10885","8","1879","-32","-9006","-0.8","-0.8273771244832339","1"
"SLA","23/1/2018","52","14389","9","2339","-43","-12050","-0.826923076","-0.8374452706928904","1"
"SLA","24/1/2018","61","16040","11","2911","-50","-13129","-0.819672131","-0.8185162094763092","1"
"SLA","25/1/2018","62","14616","13","3447","-49","-11169","-0.79032258","-0.7641625615763546","1"
"SLA","26/1/2018","62","15209","21","7249","-41","-7960","-0.661290322","-0.5233743178381222","1"
"SLA","27/1/2018","43","11373","10","2951","-33","-8422","-0.76744186","-0.7405258067352501","1"
"SLA","28/1/2018","41","11189","6","1472","-35","-9717","-0.853658536","-0.8684422200375369","1"
"SLA","29/1/2018","44","11286","8","210953","-36","199667","-0.818181818","17.691564770512137","1"
"SLA","30/1/2018","45","11884","11","3256","-34","-8628","-0.755555555","-0.7260181756984181","1"
"SLA","31/1/2018","49","10476","12","92058","-37","81582","-0.75510204","7.787514318442153","1"
"SLA","1/2/2018","61","16884","3","1221","-58","-15663","-0.950819672","-0.927683013503909","1"
"SLA","2/2/2018","60","15256","4","1466","-56","-13790","-0.933333333","-0.903906659674882","1"
"SLA","3/2/2018","60","16419","11","112127","-49","95708","-0.816666666","5.829100432425848","1"
"SLA","4/2/2018","53","15226","12","103273","-41","88047","-0.773584905","5.782674372783397","1"
"SLA","5/2/2018","51","14295","13","153337","-38","139042","-0.745098039","9.726617698495978","1"
"SLA","6/2/2018","57","15607","17","4679","-40","-10928","-0.701754385","-0.7001986288204011","1"
"SLA","7/2/2018","49","11815","7","1947","-42","-9868","-0.857142857","-0.8352094794752434","1"
"SLA","8/2/2018","62","15265","5","89893","-57","74628","-0.919354838","4.888830658368818","1"
"SLA","9/2/2018","56","13706","24","8469","-32","-5237","-0.571428571","-0.3820954326572304","1"
"SLA","10/2/2018","58","16473","4","1186","-54","-15287","-0.931034482","-0.9280033995022158","1"
"SLA","11/2/2018","52","14272","6","1686","-46","-12586","-0.884615384","-0.8818665919282511","1"
"SLA","12/2/2018","49","13919","8","2071","-41","-11848","-0.836734693","-0.8512105754723759","1"
"SLA","13/2/2018","58","16493","14","239521","-44","223028","-0.758620689","13.522585339234826","1"
"SLA","14/2/2018","60","17004","13","3683","-47","-13321","-0.783333333","-0.783403904963538","1"
"SLA","15/2/2018","56","16689","17","311106","-39","294417","-0.696428571","17.641380550062916","1"
"SLA","16/2/2018","53","12384","17","113960","-36","101576","-0.679245283","8.20219638242894","1"
"SLA","17/2/2018","60","16284","19","240902","-41","224618","-0.683333333","13.793785310734464","1"
"SLA","18/2/2018","57","15515","11","3067","-46","-12448","-0.807017543","-0.8023203351595231","1"
"SLA","19/2/2018","52","13980","18","5177","-34","-8803","-0.653846153","-0.6296852646638055","1"
"SLA","20/2/2018","50","13255","16","4189","-34","-9066","-0.68","-0.6839683138438325","1"
"SLA","21/2/2018","61","15559","16","4134","-45","-11425","-0.737704918","-0.7343016903399961","1"
"SLA","22/2/2018","59","14443","19","83632","-40","69189","-0.677966101","4.79048674098179","1"
"SLA","23/2/2018","58","13951","22","7587","-36","-6364","-0.620689655","-0.4561680166296323","1"
"SLA","24/2/2018","53","13825","17","381116","-36","367291","-0.679245283","26.567160940325497","1"
"SLA","25/2/2018","46","11108","17","5231","-29","-5877","-0.630434782","-0.5290781418797263","1"
"SLA","26/2/2018","49","12397","19","190578","-30","178181","-0.612244897","14.37291280148423","1"
"SLA","27/2/2018","48","13953","23","7346","-25","-6607","-0.520833333","-0.47351823980505986","1"
"SLA","28/2/2018","59","17478","25","7883","-34","-9595","-0.576271186","-0.5489758553610253","1"
"SLA","1/3/2018","59","16455","18","94405","-41","77950","-0.694915254","4.73716195685202","1"
"SLA","2/3/2018","57","15692","25","7979","-32","-7713","-0.561403508","-0.4915243436145807","1"
"SLA","3/3/2018","56","16108","29","476847","-27","460739","-0.482142857","28.603116463868886","1"
"SLA","4/3/2018","51","13552","14","4262","-37","-9290","-0.725490196","-0.6855076741440378","1"
"SLA","5/3/2018","43","10634","16","3785","-27","-6849","-0.627906976","-0.6440662027459093","1"
"SLA","6/3/2018","48","12458","21","5506","-27","-6952","-0.5625","-0.5580349975919088","1"
"SLA","7/3/2018","52","12741","17","234196","-35","221455","-0.673076923","17.381288752845144","1"
"SLA","8/3/2018","55","12899","22","5526","-33","-7373","-0.6","-0.5715946972633538","1"
"SLA","9/3/2018","57","13014","36","448016","-21","435002","-0.368421052","33.42569540494852","1"
"SLA","10/3/2018","59","16662","27","161943","-32","145281","-0.542372881","8.71930140439323","1"
"SLA","11/3/2018","60","17131","31","163474","-29","146343","-0.483333333","8.5425836203374","1"
"SLA","12/3/2018","49","14421","20","159988","-29","145567","-0.591836734","10.094098883572567","1"
"SLA","13/3/2018","44","12471","23","7098","-21","-5373","-0.477272727","-0.4308395477507818","1"
"SLA","14/3/2018","59","15843","27","8091","-32","-7752","-0.542372881","-0.48930126869911","1"
"SLA","15/3/2018","61","16678","31","9182","-30","-7496","-0.491803278","-0.44945437102770114","1"
"SLA","16/3/2018","58","16234","24","96796","-34","80562","-0.586206896","4.962547739312554","1"
"SLA","17/3/2018","57","17409","32","861428","-25","844019","-0.438596491","48.48176230685278","1"
"SLA","18/3/2018","61","17481","25","7683","-36","-9798","-0.590163934","-0.5604942509009782","1"
"SLA","19/3/2018","62","17489","36","10085","-26","-7404","-0.419354838","-0.42335182114471953","1"
"SLA","20/3/2018","51","13468","40","11318","-11","-2150","-0.215686274","-0.15963765963765963","1"
"SLA","21/3/2018","61","16903","48","13435","-13","-3468","-0.213114754","-0.20517067976098918","1"
"SLA","22/3/2018","46","12690","38","99122","-8","86432","-0.173913043","6.811032308904649","1"
"SLA","23/3/2018","60","16709","49","410518","-11","393809","-0.183333333","23.56867556406727","1"
"SLA","24/3/2018","61","17354","43","144351","-18","126997","-0.295081967","7.318024662901925","1"
"SLA","25/3/2018","48","13855","31","140644","-17","126789","-0.354166666","9.151136773727895","1"
"SLA","26/3/2018","31","8224","21","5859","-10","-2365","-0.322580645","-0.28757295719844356","1"
"SLA","27/3/2018","32","8640","23","6714","-9","-1926","-0.28125","-0.22291666666666668","1"
"SLA","28/3/2018","45","9998","29","97459","-16","87461","-0.355555555","8.747849569913983","1"
"SLA","29/3/2018","45","12797","31","9675","-14","-3122","-0.311111111","-0.24396342892865516","1"
"SLA","30/3/2018","51","14874","32","217037","-19","202163","-0.372549019","13.59170364394245","1"
"SLA","31/3/2018","57","16468","43","14113","-14","-2355","-0.245614035","-0.14300461501093029","1"
"SLA","1/4/2018","38","11013","28","9124","-10","-1889","-0.263157894","-0.17152456188141288","1"
"SLA","2/4/2018","42","11715","34","10467","-8","-1248","-0.19047619","-0.10653008962868117","1"
"SLA","3/4/2018","55","14348","44","209730","-11","195382","-0.2","13.617368274323947","1"
"SLA","4/4/2018","58","15251","41","10445","-17","-4806","-0.293103448","-0.3151268769261032","1"
"SLA","5/4/2018","54","14482","44","12584","-10","-1898","-0.185185185","-0.1310592459605027","1"
"SLA","6/4/2018","60","16040","42","12795","-18","-3245","-0.3","-0.20230673316708228","1"
"SLA","7/4/2018","57","15724","43","220050","-14","204326","-0.245614035","12.994530653777664","1"
"SLA","8/4/2018","57","15817","46","13849","-11","-1968","-0.192982456","-0.12442308908136815","1"
"SLA","9/4/2018","57","15536","50","341448","-7","325912","-0.122807017","20.9778578784758","1"
"SLA","10/4/2018","62","17554","56","116241","-6","98687","-0.096774193","5.621909536288025","0"
"SLA","11/4/2018","60","17420","53","115856","-7","98436","-0.116666666","5.650746268656716","1"
"SLA","12/4/2018","48","12372","41","199862","-7","187490","-0.145833333","15.154380860006466","1"
"SLA","13/4/2018","49","11644","44","237651","-5","226007","-0.102040816","19.409738921332874","1"
"SLA","14/4/2018","45","12158","37","321083","-8","308925","-0.177777777","25.40919559138016","1"
"SLA","15/4/2018","25","6890","15","4844","-10","-2046","-0.4","-0.2969521044992743","1"
"SLA","16/4/2018","27","7048","22","6106","-5","-942","-0.185185185","-0.1336549375709421","1"
"SLA","17/4/2018","32","6966","26","133596","-6","126630","-0.1875","18.17829457364341","1"
"SLA","18/4/2018","56","14261","52","13402","-4","-859","-0.071428571","-0.06023420517495267","0"
"SLA","19/4/2018","50","13398","45","12271","-5","-1127","-0.1","-0.08411703239289446","1"
"SLA","20/4/2018","36","7764","33","197587","-3","189823","-0.083333333","24.44912416280268","0"
"SLA","21/4/2018","39","10712","30","519154","-9","508442","-0.23076923","47.46471247199403","1"
"SLA","22/4/2018","34","9580","28","107643","-6","98063","-0.176470588","10.236221294363256","1"
"SLA","23/4/2018","37","10994","35","392047","-2","381053","-0.054054054","34.66008732035656","0"
"SLA","24/4/2018","39","10347","34","235374","-5","225027","-0.128205128","21.748042910988694","1"
"SLA","25/4/2018","41","10828","33","343507","-8","332679","-0.195121951","30.7239564093092","1"
"SLA","26/4/2018","48","12224","35","198542","-13","186318","-0.270833333","15.241982984293193","1"
"SLA","27/4/2018","46","13228","35","414473","-11","401245","-0.239130434","30.33300574538857","1"
"SLA","28/4/2018","35","9346","30","235092","-5","225746","-0.142857142","24.154290605606676","1"
"SLA","29/4/2018","26","5496","21","5624","-5","128","-0.192307692","0.023289665211062592","1"
"SLA","30/4/2018","38","4322","34","159295","-4","154973","-0.105263157","35.85677926885701","1"
"SLA","1/5/2018","32","4696","26","3927","-6","-769","-0.1875","-0.16375638841567292","1"
"SLA","2/5/2018","26","4800","22","4605","-4","-195","-0.153846153","-0.040625","1"
"SLA","3/5/2018","20","3922","15","3443","-5","-479","-0.25","-0.12213156552779195","1"
"SLA","4/5/2018","28","6146","24","105593","-4","99447","-0.142857142","16.180767979173446","1"
"SLA","5/5/2018","37","5768","31","571851","-6","566083","-0.162162162","98.14199029126213","1"
"SLA","6/5/2018","21","4641","18","4277","-3","-364","-0.142857142","-0.0784313725490196","1"
"SLA","7/5/2018","24","4274","24","94151","0","89877","0","21.028778661675247","0"
"SLA","8/5/2018","26","5481","25","5677","-1","196","-0.038461538","0.035759897828863345","0"
"SLA","9/5/2018","49","10432","45","10247","-4","-185","-0.081632653","-0.017733895705521474","0"
"SLA","10/5/2018","49","10609","47","10955","-2","346","-0.040816326","0.0326138184560279","0"
"SLA","11/5/2018","47","9504","43","9707","-4","203","-0.085106382","0.02135942760942761","0"
"SLA","12/5/2018","21","4197","19","242108","-2","237911","-0.095238095","56.68596616630927","0"
"SLA","13/5/2018","12","2214","12","52282","0","50068","0","22.61427280939476","0"
"SLA","14/5/2018","20","5022","18","4304","-2","-718","-0.1","-0.14297092791716448","1"
"SLA","15/5/2018","21","4798","19","4702","-2","-96","-0.095238095","-0.020008336807002917","0"
"SLA","16/5/2018","25","5591","22","5209","-3","-382","-0.12","-0.06832409229118226","1"
"SLA","17/5/2018","21","4976","18","4767","-3","-209","-0.142857142","-0.0420016077170418","1"
"SLA","18/5/2018","35","7978","34","423377","-1","415399","-0.028571428","52.068062170970165","0"
"SLA","19/5/2018","34","6215","33","295634","-1","289419","-0.029411764","46.56781979082864","0"
"SLA","20/5/2018","38","7562","38","424544","0","416982","0","55.14176143877281","0"
"SLA","21/5/2018","23","4891","23","5023","0","132","0","0.02698834594152525","0"
"SLA","22/5/2018","26","5582","22","4562","-4","-1020","-0.153846153","-0.1827302042278753","1"
"SLA","23/5/2018","18","3970","18","92713","0","88743","0","22.35340050377834","0"
"SLA","24/5/2018","23","4727","23","5249","0","522","0","0.11042944785276074","0"
"SLA","25/5/2018","29","6655","29","251201","0","244546","0","36.746205860255444","0"
"SLA","26/5/2018","36","8390","34","8659","-2","269","-0.055555555","0.032061978545887965","0"
"SLA","27/5/2018","17","5585","16","3993","-1","-1592","-0.058823529","-0.28504923903312446","0"
"SLA","28/5/2018","12","2169","12","2535","0","366","0","0.16874135546334718","0"
"SLA","29/5/2018","15","3532","13","3252","-2","-280","-0.133333333","-0.07927519818799547","1"
"SLA","30/5/2018","24","4151","22","5199","-2","1048","-0.083333333","0.2524692845097567","0"
"SLA","31/5/2018","29","7096","27","6521","-2","-575","-0.068965517","-0.0810315670800451","0"
"SLA","1/6/2018","34","7054","34","107810","0","100756","0","14.283527076835838","0"
"SLA","2/6/2018","31","6780","31","112203","0","105423","0","15.549115044247788","0"
"SLA","3/6/2018","26","4514","25","5317","-1","803","-0.038461538","0.17789100575985822","0"
"SLA","4/6/2018","20","3852","19","3813","-1","-39","-0.05","-0.010124610591900311","0"
"SLA","5/6/2018","21","4407","20","4282","-1","-125","-0.047619047","-0.028363966417063763","0"
"SLA","6/6/2018","15","3231","14","2870","-1","-361","-0.066666666","-0.11173011451562984","0"
"SLA","7/6/2018","24","4616","22","4537","-2","-79","-0.083333333","-0.017114384748700175","0"
"SLA","8/6/2018","25","3619","22","158520","-3","154901","-0.12","42.802155291516996","1"
"SLA","9/6/2018","21","4055","19","223722","-2","219667","-0.095238095","54.171886559802715","0"
"SLA","10/6/2018","20","3150","19","3666","-1","516","-0.05","0.16380952380952382","0"
"SLA","11/6/2018","33","6195","33","6880","0","685","0","0.11057304277643261","0"
"SLA","12/6/2018","31","5814","31","6429","0","615","0","0.10577915376676987","0"
"SLA","13/6/2018","20","3785","20","4150","0","365","0","0.0964332892998679","0"
"SLA","14/6/2018","27","5599","27","95074","0","89475","0","15.980532237899626","0"
"SLA","15/6/2018","33","6876","33","373823","0","366947","0","53.36634671320535","0"
"SLA","16/6/2018","35","6907","35","107855","0","100948","0","14.615317793542783","0"
"SLA","17/6/2018","15","2785","12","2510","-3","-275","-0.2","-0.09874326750448834","1"
"SLA","18/6/2018","16","3124","13","2785","-3","-339","-0.1875","-0.10851472471190782","1"
"SLA","19/6/2018","21","4310","20","4435","-1","125","-0.047619047","0.029002320185614848","0"
"SLA","20/6/2018","34","6106","28","94242","-6","88136","-0.176470588","14.434326891582051","1"
"SLA","21/6/2018","31","7174","25","5860","-6","-1314","-0.193548387","-0.1831614162252579","1"
"SLA","22/6/2018","41","8128","38","602771","-3","594643","-0.073170731","73.15981791338582","0"
"SLA","23/6/2018","25","5972","23","5863","-2","-109","-0.08","-0.01825184192900201","0"
"SLA","24/6/2018","18","3445","17","3928","-1","483","-0.055555555","0.14020319303338172","0"
"SLA","25/6/2018","18","3884","18","4202","0","318","0","0.08187435633367662","0"
"SLA","26/6/2018","19","3914","15","3136","-4","-778","-0.210526315","-0.198773633111906","1"
"SLA","27/6/2018","16","3324","15","3243","-1","-81","-0.0625","-0.024368231046931407","0"
"SLA","28/6/2018","16","3227","13","2975","-3","-252","-0.1875","-0.07809110629067245","1"
"SLA","29/6/2018","17","2839","15","2895","-2","56","-0.117647058","0.019725255371609723","1"
"SLA","30/6/2018","25","4870","23","5530","-2","660","-0.08","0.13552361396303902","0"
"SLA","1/7/2018","22","4611","22","5431","0","820","0","0.17783561049663849","0"
"SLA","2/7/2018","27","5691","27","6597","0","906","0","0.1591987348444913","0"
"SLA","3/7/2018","29","5862","28","95540","-1","89678","-0.034482758","15.298191743432275","0"
"SLA","4/7/2018","27","5278","26","5202","-1","-76","-0.037037037","-0.014399393709738537","0"
"SLA","5/7/2018","29","6061","29","6472","0","411","0","0.06781059231149976","0"
"SLA","6/7/2018","33","7009","33","288000","0","280991","0","40.090027108003994","0"
"SLA","7/7/2018","37","7267","36","7963","-1","696","-0.027027027","0.09577542314572726","0"
"SLA","8/7/2018","30","5693","30","6310","0","617","0","0.10837871069734761","0"
"SLA","9/7/2018","36","6648","36","7329","0","681","0","0.10243682310469314","0"
"SLA","10/7/2018","26","3311","26","5272","0","1961","0","0.5922681969193597","0"
"SLA","11/7/2018","31","5321","28","5492","-3","171","-0.096774193","0.03213681638789701","0"
"SLA","12/7/2018","29","5699","26","5773","-3","74","-0.103448275","0.0129847341638884","1"
"SLA","13/7/2018","26","5517","24","5822","-2","305","-0.076923076","0.055283668660503896","0"
"SLA","14/7/2018","36","7493","33","8015","-3","522","-0.083333333","0.06966502068597358","0"
"SLA","15/7/2018","35","7279","32","7746","-3","467","-0.085714285","0.06415716444566562","0"
"SLA","16/7/2018","28","5389","25","5792","-3","403","-0.107142857","0.07478196325848951","1"
"SLA","17/7/2018","27","5251","26","5776","-1","525","-0.037037037","0.09998095600837936","0"
"SLA","18/7/2018","22","4634","20","204501","-2","199867","-0.09090909","43.13055675442382","0"
"SLA","19/7/2018","23","4214","21","159703","-2","155489","-0.086956521","36.898196487897486","0"
"SLA","20/7/2018","38","8332","31","7715","-7","-617","-0.184210526","-0.07405184829572732","1"
"SLA","21/7/2018","37","8016","31","7588","-6","-428","-0.162162162","-0.053393213572854294","1"
"SLA","22/7/2018","32","6496","32","7231","0","735","0","0.11314655172413793","0"
"SLA","23/7/2018","31","6105","31","6844","0","739","0","0.12104832104832104","0"
"SLA","24/7/2018","35","6284","35","7337","0","1053","0","0.16756842775302355","0"
"SLA","25/7/2018","43","8475","43","84883","0","76408","0","9.015693215339233","0"
"SLA","26/7/2018","43","8036","41","8706","-2","670","-0.046511627","0.08337481333997014","0"
"SLA","27/7/2018","41","7816","41","283619","0","275803","0","35.28697543500512","0"
"SLA","28/7/2018","34","7123","33","162513","-1","155390","-0.029411764","21.81524638495016","0"
"SLA","29/7/2018","18","3937","17","4139","-1","202","-0.055555555","0.051308102616205234","0"
"SLA","30/7/2018","28","6408","25","6353","-3","-55","-0.107142857","-0.008583021223470662","1"
"SLA","31/7/2018","31","7065","27","7007","-4","-58","-0.129032258","-0.008209483368719038","1"
"SLA","1/8/2018","40","8143","40","836002","0","827859","0","101.66511113840109","0"
"SLA","2/8/2018","27","5966","27","6734","0","768","0","0.1287294669795508","0"
"SLA","3/8/2018","28","6213","28","6896","0","683","0","0.10993079027844842","0"
"SLA","4/8/2018","23","5187","23","5180","0","-7","0","-0.001349527665317139","0"
"SLA","5/8/2018","15","3137","14","3257","-1","120","-0.066666666","0.03825310806503028","0"
"SLA","6/8/2018","23","3491","23","157531","0","154040","0","44.12489258092237","0"
"SLA","7/8/2018","32","3173","30","235089","-2","231916","-0.0625","73.09045067759219","0"
"SLA","8/8/2018","38","6945","38","395005","0","388060","0","55.87616990640749","0"
"SLA","9/8/2018","37","7664","37","242737","0","235073","0","30.672364300626306","0"
"SLA","10/8/2018","30","5580","25","105577","-5","99997","-0.166666666","17.920609318996416","1"
"SLA","11/8/2018","32","6175","29","161348","-3","155173","-0.09375","25.12923076923077","0"
"SLA","12/8/2018","19","3769","19","197637","0","193868","0","51.437516582647916","0"
"SLA","13/8/2018","21","4653","21","5058","0","405","0","0.08704061895551257","0"
"SLA","14/8/2018","26","5901","26","156269","0","150368","0","25.481782748686662","0"
"SLA","15/8/2018","28","5845","28","135159","0","129314","0","22.12386655260907","0"
"SLA","16/8/2018","33","7062","33","136612","0","129550","0","18.344661568960635","0"
"SLA","17/8/2018","41","8201","41","265055","0","256854","0","31.319839044019023","0"
"SLA","18/8/2018","43","8272","43","236519","0","228247","0","27.59272243713733","0"
"SLA","19/8/2018","43","8822","43","10025","0","1203","0","0.13636363636363635","0"
"SLA","20/8/2018","34","6659","34","7500","0","841","0","0.12629523952545427","0"
"SLA","21/8/2018","53","10373","53","11891","0","1518","0","0.14634146341463414","0"
"SLA","22/8/2018","49","9506","49","10399","0","893","0","0.09394066905112561","0"
"SLA","23/8/2018","53","10191","53","11037","0","846","0","0.083014424492199","0"
"SLA","24/8/2018","52","9214","52","10686","0","1472","0","0.15975689168656393","0"
"SLA","25/8/2018","43","9074","38","143508","-5","134434","-0.116279069","14.815296451399604","1"
"SLA","26/8/2018","40","8070","40","9274","0","1204","0","0.14919454770755886","0"
"SLA","27/8/2018","36","6371","36","8699","0","2328","0","0.3654057447810391","0"
"SLA","28/8/2018","35","7792","35","8550","0","758","0","0.09727926078028748","0"
"SLA","29/8/2018","32","6524","32","7224","0","700","0","0.1072961373390558","0"
"SLA","30/8/2018","33","6049","33","83380","0","77331","0","12.784096544883452","0"
"SLA","31/8/2018","34","7010","34","151474","0","144464","0","20.60827389443652","0"
"SLA","1/9/2018","41","7672","40","8453","-1","781","-0.024390243","0.10179874869655892","0"
"SLA","2/9/2018","25","4525","25","104293","0","99768","0","22.048176795580112","0"
"SLA","3/9/2018","33","5875","32","6407","-1","532","-0.03030303","0.09055319148936171","0"
"SLA","4/9/2018","37","6990","36","7746","-1","756","-0.027027027","0.10815450643776824","0"
"SLA","5/9/2018","50","9521","49","86749","-1","77228","-0.02","8.111332843188741","0"
"SLA","6/9/2018","50","9877","48","10392","-2","515","-0.04","0.052141338463096085","0"
"SLA","7/9/2018","45","9075","44","209504","-1","200429","-0.022222222","22.085840220385673","0"
"SLA","8/9/2018","48","10404","48","111249","0","100845","0","9.692906574394463","0"
"SLA","9/9/2018","40","7738","40","9135","0","1397","0","0.18053760661669682","0"
"SLA","10/9/2018","33","6150","33","7253","0","1103","0","0.17934959349593496","0"
"SLA","11/9/2018","42","8484","41","161959","-1","153475","-0.023809523","18.089933993399338","0"
"SLA","12/9/2018","22","4609","21","5001","-1","392","-0.045454545","0.08505098719895855","0"
"SLA","13/9/2018","16","3552","16","3929","0","377","0","0.10613738738738739","0"
"SLA","14/9/2018","18","3593","17","4109","-1","516","-0.055555555","0.14361258001669913","0"
"SLA","15/9/2018","24","5517","22","5761","-2","244","-0.083333333","0.04422693492840312","0"
"SLA","16/9/2018","20","3958","17","197124","-3","193166","-0.15","48.803941384537644","1"
"SLA","17/9/2018","18","3272","16","158319","-2","155047","-0.111111111","47.386002444987774","1"
"SLA","18/9/2018","40","7530","37","7715","-3","185","-0.075","0.024568393094289508","0"
"SLA","19/9/2018","36","6983","33","7148","-3","165","-0.083333333","0.023628812831161392","0"
"SLA","20/9/2018","23","4640","21","198425","-2","193785","-0.086956521","41.76400862068966","0"
"SLA","21/9/2018","21","4275","21","109987","0","105712","0","24.727953216374267","0"
"SLA","22/9/2018","29","5798","29","69863","0","64065","0","11.049499827526734","0"
"SLA","23/9/2018","28","6015","28","6625","0","610","0","0.10141313383208644","0"
"SLA","24/9/2018","52","10576","52","107367","0","96791","0","9.15194780635401","0"
"SLA","25/9/2018","54","9668","54","105827","0","96159","0","9.946110881257757","0"
"SLA","26/9/2018","61","9691","61","164407","0","154716","0","15.96491590135177","0"
"SLA","27/9/2018","39","7632","39","197758","0","190126","0","24.911687631027252","0"
"SLA","28/9/2018","28","6174","28","380228","0","374054","0","60.58535795270489","0"
"SLA","29/9/2018","32","7399","32","931950","0","924551","0","124.95621029868902","0"
"SLA","30/9/2018","33","8051","31","7949","-2","-102","-0.06060606","-0.012669233635573221","0"
"SLA","1/10/2018","36","7814","33","7698","-3","-116","-0.083333333","-0.0148451497312516","0"
"SLA","2/10/2018","23","5488","21","235123","-2","229635","-0.086956521","41.84311224489796","0"
"SLA","3/10/2018","23","5462","23","95082","0","89620","0","16.40790919077261","0"
"SLA","4/10/2018","31","7301","26","7052","-5","-249","-0.161290322","-0.03410491713463909","1"
"SLA","5/10/2018","40","8368","39","275161","-1","266793","-0.025","31.882528680688335","0"
"SLA","6/10/2018","37","9904","36","308284","-1","298380","-0.027027027","30.127221324717286","0"
"SLA","7/10/2018","37","8905","37","10202","0","1297","0","0.14564851207186974","0"
"SLA","8/10/2018","47","8094","47","179385","0","171291","0","21.162713120830244","0"
"SLA","9/10/2018","55","11450","54","352765","-1","341315","-0.018181818","29.809170305676854","0"
"SLA","10/10/2018","49","11046","48","525669","-1","514623","-0.020408163","46.58908202064096","0"
"SLA","11/10/2018","56","13327","55","438966","-1","425639","-0.017857142","31.93809559540782","0"
"SLA","12/10/2018","56","11987","51","351948","-5","339961","-0.089285714","28.360807541503295","0"
"SLA","13/10/2018","35","6538","30","360610","-5","354072","-0.142857142","54.15601101254206","1"
"SLA","14/10/2018","26","6180","24","6448","-2","268","-0.076923076","0.04336569579288026","0"
"SLA","15/10/2018","31","9149","31","9935","0","786","0","0.08591102852770795","0"
"SLA","16/10/2018","44","11486","44","12827","0","1341","0","0.11675082709385338","0"
"SLA","17/10/2018","38","11091","37","12056","-1","965","-0.026315789","0.08700748354521684","0"
"SLA","18/10/2018","41","11073","40","100908","-1","89835","-0.024390243","8.112977512869142","0"
"SLA","19/10/2018","45","10923","43","10848","-2","-75","-0.044444444","-0.006866245536940401","0"
"SLA","20/10/2018","61","15221","59","116412","-2","101191","-0.032786885","6.648117732080678","0"
"SLA","21/10/2018","52","13586","50","113853","-2","100267","-0.038461538","7.380170764021787","0"
"SLA","22/10/2018","43","10278","42","11304","-1","1026","-0.023255813","0.09982486865148861","0"
"SLA","23/10/2018","53","12803","52","211826","-1","199023","-0.018867924","15.545028508943217","0"
"SLA","24/10/2018","61","15130","60","147876","-1","132746","-0.016393442","8.773694646397885","0"
"SLA","25/10/2018","36","10047","35","140932","-1","130885","-0.027777777","13.027271822434557","0"
"SLA","26/10/2018","51","12916","43","320331","-8","307415","-0.156862745","23.801099411582534","1"
"SLA","27/10/2018","52","14170","49","208411","-3","194241","-0.057692307","13.707904022582921","0"
"SLA","28/10/2018","37","10333","32","8890","-5","-1443","-0.135135135","-0.13964966611826188","1"
"SLA","29/10/2018","34","6617","33","6781","-1","164","-0.029411764","0.024784645609792957","0"
"SLA","30/10/2018","55","12056","53","12351","-2","295","-0.036363636","0.02446914399469144","0"
"SLA","31/10/2018","61","15455","54","14710","-7","-745","-0.114754098","-0.04820446457457134","1"
"SLA","1/11/2018","61","15602","57","16628","-4","1026","-0.06557377","0.06576079989744904","0"
"SLA","2/11/2018","60","15051","55","18193","-5","3142","-0.083333333","0.20875689322968574","0"
"SLA","3/11/2018","47","13871","44","14212","-3","341","-0.063829787","0.02458366375892149","0"
